Organization Name,Organization Name URL,Headquarters Location,Description,Industries,CB Rank (Company),Exit Date,Exit Date Precision,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Founded Date,Founded Date Precision,Operating Status
Tridge,https://www.crunchbase.com/organization/tridge,"Seoul, Seoul-t'ukpyolsi, South Korea",Tridge develops an online trade platform that matches global food agriculture buyers and sellers.,"Agriculture, AgTech, E-Commerce, Trading Platform","45,224",,,4,Late Stage Venture,2022-08-24,50000000000,KRW,37285747,Series D,50000000000,KRW,37285747,113785747,USD,113785747,Series D,113785747,USD,113785747,"Activant Capital, SBVA, DS Asset Management, Forest Partners",2015-01-01,day,Active
ETCP,https://www.crunchbase.com/organization/etcp,"Beijing, Beijing, China",ETCP is provider of intelligent parking solutions.,"Apps, Civil Engineering, Parking, Public Transportation","45,381",,,3,Late Stage Venture,2018-11-02,,,,Series D,,,,280399574,USD,280399574,Series D,280399574,USD,280399574,"Bitauto Holdings, Wanda E-Commerce, Source Code Capital, Matrix Partners China, SIG China (SIG Asia Investments)",2012-01-16,day,Active
Yanolja,https://www.crunchbase.com/organization/yanolja,"Seoul, Seoul-t'ukpyolsi, South Korea",Yanolja is a leisure platform that provides online accommodation and travel services.,"Hotel, Leisure, Travel, Travel Accommodations","45,422",,,7,,2021-07-15,1700000000,USD,1700000000,Venture - Series Unknown,1700000000,USD,1700000000,2015454554,USD,2015454554,Venture - Series Unknown,2015454554,USD,2015454554,"Booking Holdings, GIC, SoftBank Vision Fund, Aju IB Investment, Hanwha Asset Management",2005-03-01,day,Active
Akulaku Group,https://www.crunchbase.com/organization/akulaku-inc,"Jakarta, Jakarta Raya, Indonesia",Akulaku is a banking and digital finance platform that provides a variety of virtual payment services.,"Banking, Financial Services, FinTech, Insurance, Wealth Management","45,433",,,13,,2024-03-22,100000000,USD,100000000,Debt Financing,200000000,USD,200000000,638060000,USD,638060000,Venture - Series Unknown,748060000,USD,748060000,"Ant Group, HSBC, DCM Ventures, Eight Roads Ventures, Qiming Venture Partners",2016-01-01,year,Active
Candy Digital,https://www.crunchbase.com/organization/candy-digital-d2d1,"New York, New York, United States",Candy Digital is an NFT company that allows MLB fans to buy and trade officially licensed nonfungible tokens.,"Blockchain, Collectibles, Non-Fungible Token (NFT), Sports, Web3","46,070",,,3,Early Stage Venture,2023-01-05,38449997,USD,38449997,Series A,38449997,USD,38449997,138449997,USD,138449997,Series A,138449997,USD,138449997,"Gaingels, Galaxy Digital, ConsenSys, Insight Partners, New Enterprise Associates",2021-01-01,year,Active
Habi,https://www.crunchbase.com/organization/habi-fefd,"Bogotá, Distrito Especial, Colombia",Habi is a digital platform that aims to simplify the process of buying and selling real estate properties.,"Home Renovation, Real Estate, Real Estate Investment, Residential, Software","46,098",,,9,Late Stage Venture,2024-04-09,30000000,USD,30000000,Debt Financing,200000000,USD,200000000,315500000,USD,315500000,Series C,576800000,USD,576800000,"SoftBank, International Finance Corporation, Bancóldex, Clocktower Technology Ventures, TriplePoint Capital",2019-07-01,month,Active
Clubhouse,https://www.crunchbase.com/organization/clubhouse-voice,"San Francisco, California, United States",Clubhouse is an audio-based social app that allows users to spontaneously join group chats.,"Apps, Messaging, Mobile Apps, Social","46,223",,,5,Late Stage Venture,2021-06-14,,,,Series C,,,,110000000,USD,110000000,Series C,110000000,USD,110000000,"Andreessen Horowitz, Scott Belsky, TQ Ventures, Tiger Global Management, TechNexus Venture Collaborative",2020-03-15,day,Active
5ire,https://www.crunchbase.com/organization/5ire,"London, England, United Kingdom","5ire is a blockchain network that brings sustainability, technology, and Innovation to build the 5th industrial revolution (5IR).","Blockchain, Cryptocurrency, Developer APIs, Information Technology, Virtual Currency","46,307",,,4,,2024-02-26,,,,Venture - Series Unknown,,,,121000000,USD,121000000,Venture - Series Unknown,121000000,USD,121000000,"Alpha Capital, Newchip Accelerator, Kangaroo Capital, Moonrock Capital, Gotbit",2021-01-01,year,Active
LIQUiDITY Group,https://www.crunchbase.com/organization/liquidity-capital,"New York, New York, United States","Liquidity Group deploys capital at scale faster using advanced decision science, due diligence, monitoring, and predictive technology.","Credit, Finance, Financial Services, FinTech","46,561",,,6,,2023-02-20,40000000,USD,40000000,Venture - Series Unknown,40000000,USD,40000000,114000000,USD,114000000,Venture - Series Unknown,839000000,USD,839000000,"Apollo, MUFG Bank, Spark Capital, Meitav Investment House, MUFG Innovation Partners",2018-01-01,month,Active
Yipin Fresh,https://www.crunchbase.com/organization/yipin-fresh,"Nanan, Chongqing, China",Yipin Fresh is the distributor of fresh and discounted food products.,"Consumer Goods, Food and Beverage","46,717",,,4,,2021-07-23,,,,Venture - Series Unknown,,,,4500000000,CNY,658588320,Venture - Series Unknown,4500000000,CNY,658588320,"Tencent, Capital Today, Eastern Bell Capital, Longzhu Capital",2013-01-01,year,Active
NIUTRON,https://www.crunchbase.com/organization/niutron,"Beijing, Beijing, China","NIUTRON is a manufacturer, researcher, and developer of new energy vehicles mainly engaged in producing high-end new energy vehicles.","Automotive, Clean Energy, Electric Vehicle, Manufacturing","46,762",,,1,Early Stage Venture,2021-12-15,500000000,USD,500000000,Series A,500000000,USD,500000000,500000000,USD,500000000,Series A,500000000,USD,500000000,"Coatue, IDG Capital, Plum Ventures",2018-11-01,month,Active
Lamabang,https://www.crunchbase.com/organization/lamabang,"Shenzhen, Guangdong, China",Lamabang is a Chinese e-commerce company that generates products for mothers.,"E-Commerce, Fashion, Internet, Lifestyle, News, Parenting, Shopping","47,042",,,4,Late Stage Venture,2017-02-10,,,,Series D,,,,130000000,USD,130000000,Series D,130000000,USD,130000000,"Weipinhui, Suning.com, Matrix Partners China, K2VC, Morningside Group",2012-05-12,day,Active
Yuze Semiconductor,https://www.crunchbase.com/organization/yuze-semiconductor,"Yünnan, Yunnan, China",Yuze Semiconductor is a research and development manufacturer of N-type solar monocrystalline silicon rods and silicon wafers.,"Consumer Electronics, Electronics, Manufacturing, Semiconductor","47,209",,,1,Early Stage Venture,2023-01-09,1200000000,CNY,177187153,Series B,1200000000,CNY,177187153,1200000000,CNY,177187154,Series B,1200000000,CNY,177187154,"SDIC Venture Capital, GoldStone Investment, National Green Development Fund, Shang Qi Capital",2019-05-01,month,Active
Swiftly,https://www.crunchbase.com/organization/swiftly-7640,"Seattle, Washington, United States",Swiftly is an innovative technology platform.,"E-Commerce, E-Commerce Platforms, Retail Technology, Shopping","47,224",,,4,Late Stage Venture,2022-09-19,100000000,USD,100000000,Series C,100000000,USD,100000000,215600000,USD,215600000,Series C,215600000,USD,215600000,"Gaingels, PROOF, Western Technology Investment, Ruttenberg Gordon Investments, First Star Ventures",2018-01-01,month,Active
Xiaohongshu,https://www.crunchbase.com/organization/xiaohongshu,"Shanghai, Shanghai, China",Xiaohongshu is a social e-commerce platform for users to share product reviews and shopping experiences.,"E-Commerce, Mobile Apps, Shopping, Social","47,469",,,7,Late Stage Venture,2021-11-08,500000000,USD,500000000,Series E,500000000,USD,500000000,917691787,USD,917691787,Series E,917691787,USD,917691787,"Notable Capital, Alibaba Group, Tencent, ZhenFund, Temasek Holdings",2013-01-01,year,Active
Exterro,https://www.crunchbase.com/organization/exterro,"Beaverton, Oregon, United States","Exterro is a software company that provides privacy, e-discovery, and information governance solutions for IT and in-house legal teams.","Ediscovery, Legal, Legal Tech, Risk Management, Software","47,631",,,3,Private Equity,2022-07-25,,,,Private Equity,,,,100000000,USD,100000000,Private Equity,100000000,USD,100000000,"GCM Grosvenor, Coller Capital, Leeds Equity Partners, Glendower Capital",2008-01-01,year,Active
Rothy's,https://www.crunchbase.com/organization/rothy-s,"San Francisco, California, United States","Rothy’s is a global lifestyle brand transforming sustainable materials into timeless shoes, handbags and accessories.","E-Commerce, Fashion, Shoes, Waste Management","47,713",,,4,,2021-12-20,475000000,USD,475000000,Corporate Round,475000000,USD,475000000,484000000,USD,484000000,Corporate Round,519000000,USD,519000000,"Lightspeed Venture Partners, M13, Goldman Sachs Investment Partners, Finn Capital Partners, HDS Capital",2012-01-01,year,Active
Vital Thin Film Materials,https://www.crunchbase.com/organization/vital-thin-film-materials,"Guangzhou, Guangdong, China","Vital Thin Film Materials is a researcher, developer, and producer of sputtering targets and evaporation materials for vacuum coatings.","Advanced Materials, Hardware, Manufacturing, Semiconductor","47,900",,,2,Early Stage Venture,2022-09-27,4500000000,CNY,626924309,Series B,4500000000,CNY,626924309,5700000000,CNY,814923682,Series B,5700000000,CNY,814923682,"BYD Company, Morgan Stanley, CICC, Gree Electric Appliance, China Merchants Securities",2017-07-01,month,Active
DriveNets,https://www.crunchbase.com/organization/drivenets,"Ra'anana, HaMerkaz, Israel",DriveNets is a networking company that provides software-based routing solutions.,"Cloud Data Services, Cloud Infrastructure, Network Hardware, Software","47,918",,,4,Late Stage Venture,2022-08-17,262000000,USD,262000000,Series C,262000000,USD,262000000,587000000,USD,587000000,Series C,587000000,USD,587000000,"Samsung Ventures, Bessemer Venture Partners, Atreides Management, C4 Ventures, D1 Capital Partners",2015-12-01,month,Active
Qinghai Lihao,https://www.crunchbase.com/organization/qinghai-lihao,"Qinghai, Guizhou, China","Qinghai Lihao engages in the process technology research and development, production, sales and related supporting new energy business.",Semiconductor,"48,250",,,2,Early Stage Venture,2022-09-27,2200000000,CNY,306496329,Series B,2200000000,CNY,306496329,2200000000,CNY,306496329,Series B,2200000000,CNY,306496329,"IDG Capital, Oceanpine Capital, V Fund Management, Chint Group, Harvest Capital",2021-01-01,year,Active
Binance.US,https://www.crunchbase.com/organization/binance-us,"Palo Alto, California, United States",Binance is a cryptocurrency exchange that provides a platform for trading various cryptocurrencies.,"Cryptocurrency, Financial Services, Internet, Trading Platform","48,324",,,1,Seed,2022-04-06,200000000,USD,200000000,Seed,200000000,USD,200000000,200000000,USD,200000000,Seed,200000000,USD,200000000,"Gaingels, Circle Ventures, Foundation Capital, Karman Ventures (fka Moving Capital), VanEck",2019-01-01,year,Active
Moviebook,https://www.crunchbase.com/organization/moviebook-co,"Beijing, Beijing, China",Moviebook is a Chinese startup in the video recognition and online video technology areas.,"Human Computer Interaction, Image Recognition, Internet, Video","48,342",,,5,Private Equity,2020-12-01,,,,Private Equity,,,,2060000000,CNY,301948925,Private Equity,2060000000,CNY,301948925,"SenseTime, Primavera Capital Group, SBCVC, New Horizon Capital, Yao Capital",2009-01-01,year,Active
ShiftKey,https://www.crunchbase.com/organization/shiftkey,"Dallas, Texas, United States",ShiftKey is a scheduling and credential management platform for the healthcare industry.,"Health Care, Medical, Scheduling, Software","48,380",,,2,Private Equity,2023-01-11,300000000,USD,300000000,Private Equity,300000000,USD,300000000,300000000,USD,300000000,Private Equity,300000000,USD,300000000,"Ares Management, Pantheon Ventures, Health Velocity Capital, Lorient Capital, Clearlake Capital Group",2016-01-01,year,Active
EV Co,https://www.crunchbase.com/organization/4-wheel-passenger-electric-vehicle-co,"Mumbai, Maharashtra, India",EV Co provides four-wheel electric passenger vehicle services.,"Automotive, Electric Vehicle, Transportation","48,439",,,1,,2022-07-07,38500000000,INR,485977031,Undisclosed,38500000000,INR,485977031,38500000000,INR,485977032,Undisclosed,38500000000,INR,485977032,"British International Investment, Mahindra & Mahindra",2022-01-01,year,Active
To8to,https://www.crunchbase.com/organization/to8to,"Shenzhen, Guangdong, China",To8to provides services for users to find contractors to renovate and decorate their apartments..,"Consulting, Furniture, Home Decor, Interior Design, Internet","49,084",,,4,Late Stage Venture,2015-03-12,200000000,USD,200000000,Series C,200000000,USD,200000000,216463775,USD,216463775,Series C,216463775,USD,216463775,"Sequoia Capital, Sequoia Capital China, 58.com, Matrix Partners China",2008-07-01,day,Active
Shouqi Limousine & Chauffeur,https://www.crunchbase.com/organization/shouqi-limousine-chauffeur,"Beijing, Beijing, China",Shouqi Limousine & Chauffeur is a Chinese limo booking app and offshoot of the state-owned Shouqi Group.,"Mobile, Mobile Apps, Reservations, Transportation","49,440",,,4,,2024-01-30,,,,Venture - Series Unknown,,,,139520215,USD,139520215,Venture - Series Unknown,139520215,USD,139520215,"Baidu, NIO Capital, Harvest Capital, China Jianyin Investment, Beijing Tourism Group",2015-01-01,year,Active
Kry,https://www.crunchbase.com/organization/kry,"Stockholm, Stockholms Lan, Sweden",Kry helps patients to make active choices about their health in partnership with public and private healthcare professionals.,"Consumer, Health Care, Medical, mHealth, Mobile Apps","49,522",,,9,Late Stage Venture,2022-07-21,160000000,USD,160000000,Series D,160000000,USD,160000000,728295632,USD,728295632,Series D,729404332,USD,729404332,"Fidelity, Creandum, Accel, Index Ventures, CPP Investments",2015-01-01,year,Active
TeraWatt Infrastructure,https://www.crunchbase.com/organization/terawatt-infrastructure,"San Francisco, California, United States",TeraWatt Infrastructure operates an electric vehicle charging infrastructure for medium and heavy-duty transport and fleets.,"Charging Infrastructure, Electric Vehicle, Energy Management, Fleet Management, Industrial Engineering","49,619",,,3,Early Stage Venture,2024-01-11,63800000,USD,63800000,Grant,1000000000,USD,1000000000,1100000000,USD,1100000000,Series A,1163800000,USD,1163800000,"Vision Ridge Capital Partners, Keyframe Capital Partners, Cyrus Capital Partners",2018-01-01,year,Active
Loggi,https://www.crunchbase.com/organization/loggi,"São Paulo, Sao Paulo, Brazil",Loggi is logistics company which uses technology to connect Brazil.,"Delivery Service, Internet, Logistics, Supply Chain Management","49,640",,,8,Late Stage Venture,2021-03-01,212000000,USD,212000000,Series F,212000000,USD,212000000,507000000,USD,507000000,Series F,507001000,USD,507001000,"Notable Capital, SoftBank, Google, Microsoft, International Finance Corporation",2013-06-20,day,Active
SmartMi International Limited,https://www.crunchbase.com/organization/smartmi-international-limited,"Beijing, Beijing, China",SmartMi International Limited is a Chinese manufacturer of smart home appliances.,"Home Appliances, Home Improvement, Manufacturing, Smart Building, Smart Home","49,657",,,2,Early Stage Venture,2016-07-01,50000000,USD,50000000,Series B,50000000,USD,50000000,50000000,USD,50000000,Series B,50000000,USD,50000000,"Shunwei Capital, 5Y Capital, GIC",2014-01-01,year,Active
Rivigo,https://www.crunchbase.com/organization/rivigo-2,"Gurgaon, Haryana, India",Rivigo is a technology-enabled logistics platform provider that offers transport services.,"Automotive, Freight Service, Logistics, Shipping, Transportation","49,721",,,11,Late Stage Venture,2022-08-23,160000000,INR,2003597,Series H,160000000,INR,2003597,248855351,USD,248855351,Series H,267231016,USD,267231016,"Warburg Pincus, Elevation Capital, InnoVen Capital, Trifecta Capital Advisors, SAIF Partners",2014-01-01,year,Active
Tencent Trusted Doctors,https://www.crunchbase.com/organization/tencent-trusted-doctors,"Beijing, Beijing, China",Tencent Trusted Doctors is a firm formed through the merger of Tencent Doctorwork and Trusted Doctors,"Clinical Trials, Health Care, Internet","49,777",,,4,Late Stage Venture,2019-04-24,250000000,USD,250000000,Series C,250000000,USD,250000000,255000000,USD,255000000,Series C,255000000,USD,255000000,"Tencent, Sequoia Capital China, Country Garden, Lightspeed Venture Partners, Lightspeed China Partners",2013-01-01,year,Active
Meero,https://www.crunchbase.com/organization/meero,"Paris, Ile-de-France, France","Meero is a photo creation company that offers AI-powered photography production, quality check, and enhancement solutions.","Artificial Intelligence (AI), Computer Vision, Machine Learning, Photography, Video","50,350",,,5,Late Stage Venture,2019-06-18,230000000,USD,230000000,Series C,230000000,USD,230000000,293434612,USD,293434612,Series C,293434612,USD,293434612,"Eurazeo, Aglaé Ventures, White Star Capital, FJ Labs, Global Founders Capital",2016-01-01,year,Active
Electrify America,https://www.crunchbase.com/organization/electrify-america,"Reston, Virginia, United States",Electrify America provides a network of convenient fast-charging stations to power electric vehicles.,"Automotive, Charging Infrastructure, Electric Vehicle, Energy, Energy Management","50,453",,,2,,2023-08-15,741290,USD,741290,Grant,450000000,USD,450000000,450000000,USD,450000000,Corporate Round,450741290,USD,450741290,"PennDOT, Volkswagen Group, Siemens Financial Services",2016-01-01,year,Active
Rohlik,https://www.crunchbase.com/organization/rohlik,"Karlín, Hlavni mesto Praha, Czech Republic",Rohlik is a grocery delivery company that offers a 90-minute same-day delivery service.,"Delivery Service, E-Commerce, Food Delivery, Grocery","50,456",,,9,,2023-09-27,,,,Undisclosed,,,,613078539,USD,613078539,Undisclosed,613078539,USD,613078539,"Sofina, Index Ventures, Partech, Rockaway Capital, KAYA",2014-01-01,year,Active
